func_ov049_020e41c0 kind:function(arm,size=0x1fc) addr:0x020e41c0
data_ov049_02109e44 kind:data(any) addr:0x02109e44
data_ov049_02109e54 kind:data(any) addr:0x02109e54
data_ov049_02109e64 kind:data(any) addr:0x02109e64
data_ov049_02109e74 kind:data(any) addr:0x02109e74
data_ov049_02109e84 kind:data(any) addr:0x02109e84
data_ov049_02109e94 kind:data(any) addr:0x02109e94
data_ov049_02109ea4 kind:data(any) addr:0x02109ea4
data_ov049_02109eb4 kind:data(any) addr:0x02109eb4
data_ov049_02109ec4 kind:data(any) addr:0x02109ec4
data_ov049_02109ed4 kind:data(any) addr:0x02109ed4
data_ov049_02109ee4 kind:data(any) addr:0x02109ee4
data_ov049_02109ef4 kind:data(any) addr:0x02109ef4
data_ov049_02109f04 kind:data(any) addr:0x02109f04
data_ov049_02109f14 kind:data(any) addr:0x02109f14
data_ov049_02109f24 kind:data(any) addr:0x02109f24
data_ov049_02109f34 kind:data(any) addr:0x02109f34
data_ov049_02109f44 kind:data(any) addr:0x02109f44
data_ov049_02109f54 kind:data(any) addr:0x02109f54
data_ov049_02109f64 kind:data(any) addr:0x02109f64
data_ov049_02109f74 kind:data(any) addr:0x02109f74
data_ov049_02109f84 kind:data(any) addr:0x02109f84
data_ov049_02109f94 kind:data(any) addr:0x02109f94
data_ov049_02109fa4 kind:data(any) addr:0x02109fa4
data_ov049_02109fb4 kind:data(any) addr:0x02109fb4
data_ov049_02109fc4 kind:data(any) addr:0x02109fc4
data_ov049_02109fd4 kind:data(any) addr:0x02109fd4
data_ov049_02109fe4 kind:data(any) addr:0x02109fe4
data_ov049_02109ff4 kind:data(any) addr:0x02109ff4
data_ov049_0210a008 kind:data(any) addr:0x0210a008
data_ov049_0210a01c kind:data(any) addr:0x0210a01c
data_ov049_0210a030 kind:data(any) addr:0x0210a030
data_ov049_0210a044 kind:data(any) addr:0x0210a044
data_ov049_0210a058 kind:data(any) addr:0x0210a058
data_ov049_0210a06c kind:data(any) addr:0x0210a06c
data_ov049_0210a080 kind:data(any) addr:0x0210a080
data_ov049_0210a094 kind:data(any) addr:0x0210a094
data_ov049_0210a0a8 kind:data(any) addr:0x0210a0a8
data_ov049_0210a0bc kind:data(any) addr:0x0210a0bc
data_ov049_0210a0d0 kind:data(any) addr:0x0210a0d0
data_ov049_0210a0e4 kind:data(any) addr:0x0210a0e4
data_ov049_0210a120 kind:data(any) addr:0x0210a120
data_ov049_0210a190 kind:data(any) addr:0x0210a190
data_ov049_0210a200 kind:data(any) addr:0x0210a200
data_ov049_0210a2a0 kind:bss addr:0x0210a2a0
data_ov049_0210a2a4 kind:bss addr:0x0210a2a4
data_ov049_0210a2a8 kind:bss addr:0x0210a2a8
data_ov049_0210ad10 kind:bss addr:0x0210ad10
data_ov049_0210ad14 kind:bss addr:0x0210ad14
data_ov049_0210ad5c kind:bss addr:0x0210ad5c
data_ov049_0210ad5e kind:bss addr:0x0210ad5e
data_ov049_0210ad8c kind:bss addr:0x0210ad8c
data_ov049_0210ad90 kind:bss addr:0x0210ad90
data_ov049_0210ad9c kind:bss addr:0x0210ad9c
data_ov049_0210ad9d kind:bss addr:0x0210ad9d
data_ov049_0210ada4 kind:bss addr:0x0210ada4
data_ov049_0210ae64 kind:bss addr:0x0210ae64
data_ov049_0210ae84 kind:bss addr:0x0210ae84
data_ov049_0210aeda kind:bss addr:0x0210aeda
data_ov049_0210aee2 kind:bss addr:0x0210aee2
data_ov049_0210aeea kind:bss addr:0x0210aeea
data_ov049_0210aef4 kind:bss addr:0x0210aef4
data_ov049_0210aef8 kind:bss addr:0x0210aef8
data_ov049_0210aff8 kind:bss addr:0x0210aff8
data_ov049_0210affc kind:bss addr:0x0210affc
data_ov049_0210b1f8 kind:bss addr:0x0210b1f8
data_ov049_0210b248 kind:bss addr:0x0210b248
data_ov049_0210b25c kind:bss addr:0x0210b25c
data_ov049_0210b260 kind:bss addr:0x0210b260
data_ov049_0210bc10 kind:bss addr:0x0210bc10 ambiguous
data_ov049_0210bc30 kind:bss addr:0x0210bc30 ambiguous
data_ov049_0210bc50 kind:bss addr:0x0210bc50 ambiguous
data_ov049_0210bc70 kind:bss addr:0x0210bc70 ambiguous
data_ov049_0210bc90 kind:bss addr:0x0210bc90 ambiguous
data_ov049_0210bcb0 kind:bss addr:0x0210bcb0 ambiguous
data_ov049_0210bcd0 kind:bss addr:0x0210bcd0 ambiguous
data_ov049_0210bcf0 kind:bss addr:0x0210bcf0 ambiguous
data_ov049_0210bd10 kind:bss addr:0x0210bd10 ambiguous
data_ov049_0210bd40 kind:bss addr:0x0210bd40 ambiguous
data_ov049_0210bd70 kind:bss addr:0x0210bd70 ambiguous
data_ov049_0210bda0 kind:bss addr:0x0210bda0 ambiguous
data_ov049_0210bdd0 kind:bss addr:0x0210bdd0 ambiguous
data_ov049_0210be00 kind:bss addr:0x0210be00 ambiguous
data_ov049_0210be30 kind:bss addr:0x0210be30 ambiguous
data_ov049_0210be60 kind:bss addr:0x0210be60 ambiguous
data_ov049_0210be90 kind:bss addr:0x0210be90 ambiguous
data_ov049_0210bec0 kind:bss addr:0x0210bec0 ambiguous
data_ov049_0210bef0 kind:bss addr:0x0210bef0 ambiguous
data_ov049_0210bf20 kind:bss addr:0x0210bf20 ambiguous
data_ov049_0210bf50 kind:bss addr:0x0210bf50 ambiguous
data_ov049_0210bf80 kind:bss addr:0x0210bf80 ambiguous
data_ov049_0210bfb0 kind:bss addr:0x0210bfb0 ambiguous
data_ov049_0210bfe0 kind:bss addr:0x0210bfe0 ambiguous
data_ov049_0210c010 kind:bss addr:0x0210c010 ambiguous
data_ov049_0210c040 kind:bss addr:0x0210c040 ambiguous
data_ov049_0210c070 kind:bss addr:0x0210c070 ambiguous
data_ov049_0210c0a0 kind:bss addr:0x0210c0a0 ambiguous
data_ov049_0210c0d0 kind:bss addr:0x0210c0d0 ambiguous
data_ov049_0210c100 kind:bss addr:0x0210c100 ambiguous
data_ov049_0210c130 kind:bss addr:0x0210c130 ambiguous
data_ov049_0210c160 kind:bss addr:0x0210c160 ambiguous
data_ov049_0210c190 kind:bss addr:0x0210c190 ambiguous
data_ov049_0210c194 kind:bss addr:0x0210c194
data_ov049_0210c19c kind:bss addr:0x0210c19c
data_ov049_0210c1c0 kind:bss addr:0x0210c1c0 ambiguous
data_ov049_0210c1f0 kind:bss addr:0x0210c1f0 ambiguous
data_ov049_0210c220 kind:bss addr:0x0210c220 ambiguous
data_ov049_0210c250 kind:bss addr:0x0210c250 ambiguous
data_ov049_0210c280 kind:bss addr:0x0210c280 ambiguous
data_ov049_0210c2b0 kind:bss addr:0x0210c2b0 ambiguous
data_ov049_0210c2e0 kind:bss addr:0x0210c2e0 ambiguous
data_ov049_0210c310 kind:bss addr:0x0210c310 ambiguous
data_ov049_0210c340 kind:bss addr:0x0210c340 ambiguous
data_ov049_0210c370 kind:bss addr:0x0210c370 ambiguous
data_ov049_0210c3a0 kind:bss addr:0x0210c3a0 ambiguous
data_ov049_0210c3d0 kind:bss addr:0x0210c3d0 ambiguous
data_ov049_0210c400 kind:bss addr:0x0210c400 ambiguous
data_ov049_0210c430 kind:bss addr:0x0210c430 ambiguous
data_ov049_0210c460 kind:bss addr:0x0210c460 ambiguous
data_ov049_0210c490 kind:bss addr:0x0210c490 ambiguous
data_ov049_0210c4c0 kind:bss addr:0x0210c4c0 ambiguous
data_ov049_0210c4f0 kind:bss addr:0x0210c4f0 ambiguous
data_ov049_0210c520 kind:bss addr:0x0210c520 ambiguous
data_ov049_0210c550 kind:bss addr:0x0210c550 ambiguous
data_ov049_0210c580 kind:bss addr:0x0210c580 ambiguous
data_ov049_0210c5b0 kind:bss addr:0x0210c5b0 ambiguous
data_ov049_0210c5e0 kind:bss addr:0x0210c5e0 ambiguous
data_ov049_0210c610 kind:bss addr:0x0210c610 ambiguous
data_ov049_0210c640 kind:bss addr:0x0210c640 ambiguous
data_ov049_0210c6b0 kind:bss addr:0x0210c6b0 ambiguous
data_ov049_0210c7c8 kind:bss addr:0x0210c7c8 ambiguous
data_ov049_0210c808 kind:bss addr:0x0210c808 ambiguous
data_ov049_0210d59c kind:bss addr:0x0210d59c
data_ov049_0210d61c kind:bss addr:0x0210d61c
data_ov049_0210d620 kind:bss addr:0x0210d620
data_ov049_0210d634 kind:bss addr:0x0210d634
data_ov049_0210d684 kind:bss addr:0x0210d684
data_ov049_0210d688 kind:bss addr:0x0210d688
data_ov049_0210d6a0 kind:bss addr:0x0210d6a0
data_ov049_0210d6a4 kind:bss addr:0x0210d6a4
data_ov049_0210d7f0 kind:bss addr:0x0210d7f0
data_ov049_0210d7f8 kind:bss addr:0x0210d7f8
data_ov049_0210d9e0 kind:bss addr:0x0210d9e0
data_ov049_0210d9f8 kind:bss addr:0x0210d9f8
data_ov049_0210da00 kind:bss addr:0x0210da00
data_ov049_0210da04 kind:bss addr:0x0210da04
data_ov049_0210da14 kind:bss addr:0x0210da14
